timestamps,VehicleSpeed,Throttle,Gear,EngineRpm,Brake
5.84,30.186992039360295,100.0,1,3595.3859165894237,0.0
5.88,30.728575266915676,100.0,1,3647.7956924117916,0.0
5.921,31.273194068992275,100.0,1,3695.5799796210067,0.0
5.96,31.812334149397486,100.0,1,3745.6338688394667,0.0
6.0,32.350651087206806,100.0,1,3793.1170836089127,0.0
6.04,32.87653996861696,100.0,1,3849.69092628726,0.0
6.08,33.409833978815854,100.0,1,3894.907290451279,0.0
6.12,33.92762540498882,100.0,1,3952.411035905083,0.0
6.16,34.45651882837122,100.0,1,3994.799474518759,0.0
6.2,34.967317596581466,100.0,1,4052.2485228757623,0.0
6.24,35.490519893834964,100.0,1,4093.5216295059467,0.0
6.28,35.996414388806514,100.0,1,4149.326243678837,0.0
6.32,36.512841603543706,100.0,1,4190.947927522331,0.0
6.36,37.01518688390186,100.0,1,4243.852472829561,0.0
6.4,37.52415619408487,100.0,1,4286.6564640181,0.0
6.44,38.023325648665256,100.0,1,4336.3889231565,0.0
6.48,38.525096503808754,100.0,1,4380.233089759564,0.0
6.521,39.02067388582953,100.0,1,4427.336023171574,0.0
6.5600000000000005,39.516012277109425,100.0,1,4469.559071597896,0.0
6.6000000000000005,40.0046220004073,100.0,1,4512.601376889404,0.0
6.640000000000001,40.48897447036745,100.0,1,4553.884328699793,0.0
6.680000000000001,40.967678734406725,100.0,2,4595.03347065932,0.0
6.720000000000001,42.55187248191709,100.0,2,3284.547198920536,0.0
6.760000000000001,42.93872765650985,100.0,2,3234.3489365375835,0.0
6.800000000000001,43.278672825103634,100.0,2,3254.063805965233,0.0
6.84,43.62027278850958,100.0,2,3270.7422630493666,0.0
6.88,43.96150381138925,100.0,2,3287.6546193879467,0.0
6.92,44.302569564736956,100.0,2,3304.470458328376,0.0
6.96,44.643449354980696,100.0,2,3321.2221101851924,0.0
7.0,44.982476432332845,100.0,2,3340.4444927335644,0.0
7.04,45.321462683455955,100.0,2,3359.2185352638444,0.0
7.08,45.66005809600795,100.0,2,3378.10042126202,0.0
7.121,45.99842232618898,100.0,2,3396.835574477971,0.0
7.16,46.3364830295017,100.0,2,3415.538588707826,0.0
7.2,46.67427072529536,100.0,2,3434.160320626084,0.0
7.24,47.01113698750806,100.0,2,3454.126169787225,0.0
7.28,47.34841920369794,100.0,2,3473.2344361221176,0.0
7.32,47.685323700281494,100.0,2,3492.8032250133533,0.0
7.36,48.022346741556134,100.0,2,3512.0052840292815,0.0
7.4,48.359181399398764,100.0,2,3531.3490670496485,0.0
7.44,48.696009817900745,100.0,2,3550.529785191694,0.0
7.48,49.032722981784055,100.0,2,3569.726756706118,0.0
7.5200000000000005,49.36891372746646,100.0,2,3589.607280869283,0.0
7.5600000000000005,49.705189670954724,100.0,2,3609.1582564697173,0.0
7.6000000000000005,50.041253836196475,100.0,2,3628.246189320435,0.0
7.640000000000001,50.376701984726864,100.0,2,3646.863099846878,0.0
7.680000000000001,50.71115704429046,100.0,2,3665.665386080961,0.0
7.721,51.04491035733651,100.0,2,3684.15521105082,0.0
7.760000000000001,51.37775024617387,100.0,2,3702.70357861429,0.0
7.800000000000001,51.70983453890561,100.0,2,3721.042987334975,0.0
7.840000000000001,52.04105605893124,100.0,2,3739.3639464875746,0.0
7.881,52.37149308415608,100.0,2,3757.536271825981,0.0
7.92,52.701097185859346,100.0,2,3775.648892250538,0.0
7.96,53.02990436334686,100.0,2,3793.644625378272,0.0
8.0,53.35789568321943,100.0,2,3811.561325908828,0.0
8.040000000000001,53.685087036284145,100.0,2,3829.376521074189,0.0
8.08,54.01147273814877,100.0,2,3847.105067909894,0.0
8.120000000000001,54.33549661622921,100.0,2,3867.281310819738,0.0
8.16,54.65984479032764,100.0,2,3885.2959256114464,0.0
8.200000000000001,54.9818232904088,100.0,2,3905.7344930935865,0.0
8.24,55.30467713088319,100.0,2,3923.0836215779464,0.0
8.280000000000001,55.6245884155175,100.0,2,3943.843824938893,0.0
8.321,55.945973250057754,100.0,2,3960.505187033539,0.0
8.360000000000001,56.26383754312124,100.0,2,3981.574600999326,0.0
8.4,56.5837294342815,100.0,2,3997.6095507004984,0.0
8.44,56.899619619557505,100.0,2,4018.885758572996,0.0
8.48,57.21794184772217,100.0,2,4034.5313673546925,0.0
8.52,57.53207613437155,100.0,2,4055.820466681531,0.0
8.56,57.848792981428595,100.0,2,4071.239467025781,0.0
8.6,58.161326275144276,100.0,2,4092.3068791109213,0.0
8.64,58.47631342382671,100.0,2,4107.728765605656,0.0
8.68,58.787381128333756,100.0,2,4128.36161695359,0.0
8.72,59.10053663341189,100.0,2,4143.978022407401,0.0
8.76,59.410238883530745,100.0,2,4164.023006454809,0.0
8.8,59.721505626025916,100.0,2,4179.949346167864,0.0
8.84,60.02989198058722,100.0,2,4199.338976520895,0.0
8.88,60.33926461381786,100.0,2,4215.602415611851,0.0
8.921000000000001,60.64633523860669,100.0,2,4234.353210693124,0.0
8.96,60.953851625536636,100.0,2,4250.907056340357,0.0
9.0,61.259571528016004,100.0,2,4269.095431744087,0.0
9.040000000000001,61.56529487008291,100.0,2,4285.8494673129735,0.0
9.08,61.869613315814306,100.0,2,4303.578706796746,0.0
9.120000000000001,62.17361326088105,100.0,2,4320.431368710045,0.0
9.16,62.47648065990551,100.0,2,4337.802824994646,0.0
9.200000000000001,62.77881958169954,100.0,2,4354.664639782106,0.0
9.24,63.08019758480537,100.0,2,4371.760464608681,0.0
9.280000000000001,63.38092418313285,100.0,2,4388.56503355077,0.0
9.32,63.6807887567918,100.0,2,4405.442872315195,0.0
9.360000000000001,63.979937706355095,100.0,2,4421.7515353029785,0.0
9.4,64.27791153956737,100.0,2,4437.492585034421,0.0
9.440000000000001,64.57429060352854,100.0,2,4453.434096151904,0.0
9.48,64.86938444066158,100.0,2,4469.038980933183,0.0
9.521,65.16299640602634,100.0,2,4484.67668585562,0.0
9.56,65.45527244223888,100.0,2,4500.102346728453,0.0
9.6,65.74613212466711,100.0,2,4515.477120185232,0.0
9.64,66.03564070643804,100.0,2,4530.700411791853,0.0
9.68,66.32377183266877,100.0,2,4545.836139887061,0.0
9.72,66.61055512566227,100.0,2,4560.847386208206,0.0
9.76,66.89598668578627,100.0,2,4575.757450638071,0.0
9.8,67.18008200213164,100.0,2,4590.554558100514,0.0
9.84,67.4628454670604,100.0,2,4605.246813059387,0.0
9.88,67.74428749397318,100.0,2,4619.831317725888,0.0
9.92,68.02441515475596,100.0,2,4634.311079606658,0.0
9.96,68.30323716923978,100.0,2,4648.685995458644,0.0
10.0,68.58076131745341,100.0,2,4662.957533508111,0.0
10.040000000000001,68.85699574776726,100.0,2,4677.126366462321,0.0
10.08,69.13194833472322,100.0,2,4691.193536443801,0.0
10.121,69.40562698720179,100.0,2,4705.159897392493,0.0
10.16,69.67803950594616,100.0,2,4719.026374966813,0.0
10.200000000000001,69.94919364895769,100.0,2,4732.793848999606,0.0
10.24,70.21909710362134,100.0,2,4746.463205435544,0.0
10.280000000000001,70.48775749950353,100.0,2,4760.0353142759095,0.0
10.32,70.75518240389704,100.0,3,4773.51103891657,0.0
10.360000000000001,71.7176174175949,100.0,3,3450.7189763593883,0.0
10.4,71.83573506949928,100.0,3,3696.833980015563,0.0
10.440000000000001,72.1128214081946,100.0,3,3557.1558378708414,0.0
10.48,72.29118084072974,100.0,3,3658.608980522907,0.0
10.520000000000001,72.53095996407521,100.0,3,3607.896890943541,0.0
10.56,72.72996795420624,100.0,3,3658.500874932741,0.0
10.6,72.9578803827008,100.0,3,3635.7637143479124,0.0
10.64,73.16367986249837,100.0,3,3667.476186007722,0.0
10.68,73.38538614590857,100.0,3,3658.421517406732,0.0
10.721,73.59461592669145,100.0,3,3679.6824041456657,0.0
10.76,73.81245860300983,100.0,3,3678.441696669833,0.0
10.8,74.02339095481776,100.0,3,3693.5862200307165,0.0
10.84,74.23870979857634,100.0,3,3696.8158912506824,0.0
10.88,74.45027686792025,100.0,3,3708.5238432603264,0.0
10.92,74.66388979813804,100.0,3,3714.182422816182,0.0
10.96,74.87546219216303,100.0,3,3724.0349144255233,0.0
11.0,75.08784324110003,100.0,3,3730.940300079198,0.0
11.040000000000001,75.29906853814798,100.0,3,3739.8247108498153,0.0
11.081000000000001,75.5104786052555,100.0,3,3747.3279572398587,0.0
11.120000000000001,75.7211696350192,100.0,3,3755.717771063063,0.0
11.16,75.93174541294319,100.0,3,3763.4808576679975,0.0
11.200000000000001,76.1418080949942,100.0,3,3771.616358295264,0.0
11.24,76.35161806445261,100.0,3,3779.47210729462,0.0
11.280000000000001,76.56100788578496,100.0,3,3787.469369702744,0.0
11.321,76.77008514394015,100.0,3,3795.3392605492213,0.0
11.360000000000001,76.97878257141035,100.0,3,3803.251740511251,0.0
11.4,77.1871428457855,100.0,3,3811.1007878280375,0.0
11.440000000000001,77.39514027460828,100.0,3,3818.95202570191,0.0
11.48,77.60279121177544,100.0,3,3826.765502019595,0.0
11.520000000000001,77.81008643937747,100.0,3,3834.565481597655,0.0
11.561,78.0170321188253,100.0,3,3842.337601152264,0.0
11.600000000000001,78.2236252646294,100.0,3,3850.09047363058,0.0
11.64,78.42986827040501,100.0,3,3857.819196883915,0.0
11.68,78.63576040139645,100.0,3,3865.526728736803,0.0
11.72,78.84097866594409,100.0,3,3873.975540240377,0.0
11.76,79.04585936671256,100.0,3,3882.2999122953147,0.0
11.8,79.25031152471131,100.0,3,3890.725382963194,0.0
11.84,79.45444697684597,100.0,3,3898.9775568583796,0.0
11.88,79.65813188942452,100.0,3,3907.3876904749286,0.0
11.921000000000001,79.86152741460513,100.0,3,3915.559710431911,0.0
11.96,80.06444359093223,100.0,3,3923.9633835909567,0.0
12.0,80.26710473755743,100.0,3,3932.046725879199,0.0
12.040000000000001,80.46925061809537,100.0,3,3940.4529901118626,0.0
12.08,80.6711828148616,100.0,3,3948.439417161209,0.0
12.120000000000001,80.87255717573291,100.0,3,3956.856501190445,0.0
12.16,81.07376527811138,100.0,3,3964.7391812256396,0.0
12.200000000000001,81.27436772006934,100.0,3,3973.173282954553,0.0
12.24,81.47485550272282,100.0,3,3980.948044636286,0.0
12.280000000000001,81.67468695599962,100.0,3,3989.4020822048587,0.0
12.32,81.87445663351593,100.0,3,3997.0686010678864,0.0
12.360000000000001,82.07351978603431,100.0,3,4005.5411514106054,0.0
12.4,82.27257166021722,100.0,3,4013.1290221181716,0.0
12.440000000000001,82.47089178389146,100.0,3,4021.622514199444,0.0
12.48,82.66925110367697,100.0,3,4029.1222643866818,0.0
12.521,82.86684510028229,100.0,3,4037.6128839539815,0.0
12.56,83.06450788955112,100.0,3,4045.0387657326432,0.0
12.600000000000001,83.26138386937882,100.0,3,4053.511001685149,0.0
12.64,83.45834488720304,100.0,3,4060.8803996908646,0.0
12.680000000000001,83.65451191496412,100.0,3,4069.3163760985244,0.0
12.72,83.85076532309023,100.0,3,4076.64816383482,0.0
12.76,84.04623268536983,100.0,3,4085.0294452037283,0.0
12.8,84.24177281583003,100.0,3,4092.342092198741,0.0
12.84,84.43654925126033,100.0,3,4100.65158309282,0.0
12.88,84.63137134571996,100.0,3,4107.961329391444,0.0
12.92,84.82546436676547,100.0,3,4116.1849502890755,0.0
12.96,85.01956516577319,100.0,3,4123.504349178689,0.0
13.0,85.21298057990401,100.0,3,4131.63222203348,0.0
13.040000000000001,85.4063586745317,100.0,3,4138.969267696552,0.0
13.08,85.59910036777298,100.0,3,4146.996254846129,0.0
13.121,85.79175627823801,100.0,3,4154.35418332092,0.0
13.16,85.98382626840583,100.0,3,4162.279760698589,0.0
13.200000000000001,86.17576226965895,100.0,3,4169.657475830241,0.0
13.24,86.36716098499946,100.0,3,4177.485048923337,0.0
13.281,86.55838074377598,100.0,3,4184.878014878041,0.0
13.32,86.7491074475334,100.0,3,4192.613873064687,0.0
13.360000000000001,86.9396155595084,100.0,3,4200.015254994622,0.0
13.4,87.12966882835175,100.0,3,4207.667391379947,0.0
13.440000000000001,87.31947034525027,100.0,3,4215.069222426157,0.0
13.481,87.50884851856794,100.0,3,4222.646224238534,0.0
13.520000000000001,87.69794853738817,100.0,3,4230.040420414669,0.0
13.56,87.88665007869159,100.0,3,4237.550575432697,0.0
13.600000000000001,88.07505343680857,100.0,3,4244.92968984998,0.0
13.64,88.2630771787747,100.0,3,4252.38037963955,0.0
13.680000000000001,88.4507882687272,100.0,3,4259.7380614991835,0.0
13.721,88.63813354128061,100.0,3,4267.135443378885,0.0
13.760000000000002,88.82515623472285,100.0,3,4274.466627307491,0.0
